"id","identity_code","ground_index","arrival_time"
"1215","0926bde8bletest0","10","2023/04/27 20:42:02"
"1216","f69de6fcbletest0","2","2023/04/27 20:42:00"
"1217","164732b9bletest0","1","2023/04/27 20:42:02"
"1222","f69de6fcbletest0","3","2023/04/27 20:44:01"
"1224","164732b9bletest0","2","2023/04/27 20:44:03"
"1228","f69de6fcbletest0","4","2023/04/27 20:46:04"
"1229","164732b9bletest0","3","2023/04/27 20:46:10"
"1230","f69de6fcbletest0","5","2023/04/27 20:47:02"
"1232","0926bde8bletest0","9","2023/04/27 20:47:05"
"1235","164732b9bletest0","4","2023/04/27 20:48:02"
"1238","0926bde8bletest0","8","2023/04/27 20:49:03"
"1239","f69de6fcbletest0","6","2023/04/27 20:49:02"
"1243","164732b9bletest0","5","2023/04/27 20:50:03"
"1246","f69de6fcbletest0","7","2023/04/27 20:51:01"
"1247","0926bde8bletest0","7","2023/04/27 20:51:04"
"1250","164732b9bletest0","6","2023/04/27 20:52:06"
"1252","f69de6fcbletest0","8","2023/04/27 20:52:28"
"1253","0926bde8bletest0","6","2023/04/27 20:53:03"
"1258","164732b9bletest0","7","2023/04/27 20:54:08"
"1259","f69de6fcbletest0","9","2023/04/27 20:54:08"
"1260","0926bde8bletest0","5","2023/04/27 20:55:03"
"1262","f69de6fcbletest0","10","2023/04/27 20:56:02"
"1264","164732b9bletest0","8","2023/04/27 20:56:02"
"1266","0926bde8bletest0","4","2023/04/27 20:57:02"
"1267","164732b9bletest0","9","2023/04/27 20:57:02"
"1270","f69de6fcbletest0","9","2023/04/27 20:57:09"
"1272","0926bde8bletest0","3","2023/04/27 20:58:04"
"1273","f69de6fcbletest0","8","2023/04/27 20:58:03"
"1274","164732b9bletest0","10","2023/04/27 20:59:04"
"1275","0926bde8bletest0","2","2023/04/27 21:00:02"
"1276","f69de6fcbletest0","7","2023/04/27 21:00:01"
"1277","164732b9bletest0","9","2023/04/27 21:00:07"
